Family,ScientificName,ScientificNameAuthorship,Notes,TaxonId
URTICACEAE,"Parietaria floridana",Nutt.,,3181
URTICACEAE,"Parietaria hespera",Hinton,,3182
URTICACEAE,"Parietaria hespera var. hespera",,,13637
VERBENACEAE,"Aloysia wrightii","Heller ex Abrams",,1051
ZYGOPHYLLACEAE,"Fagonia laevis",Standl.,,2663
ZYGOPHYLLACEAE,"Kallstroemia californica","(S. Watson) Vail",,2675
ZYGOPHYLLACEAE,"Kallstroemia grandiflora","Torr. ex A. Gray",,2676
ZYGOPHYLLACEAE,"Kallstroemia parviflora","J.B.S. Norton",,2679
ZYGOPHYLLACEAE,"Larrea tridentata","(Sessé & Moc. ex DC.) Coville",,2671
ZYGOPHYLLACEAE,"Tribulus terrestris",L.,,2674
